,DIAGNOSIS CODE,LONG DESCRIPTION,HIERARCHY
6905,59971,Gross hematuria,"['580-629', '590-599', '599', '5997', '59971']"
6906,59972,Microscopic hematuria,"['580-629', '590-599', '599', '5997', '59972']"
6907,5998,Other specified disorders of urethra and urinary tract,"['580-629', '590-599', '599', '5998']"
6908,59981,Urethral hypermobility,"['580-629', '590-599', '599', '5998', '59981']"
6909,59982,Intrinsic (urethral) sphincter deficiency [ISD],"['580-629', '590-599', '599', '5998', '59982']"
6910,59983,Urethral instability,"['580-629', '590-599', '599', '5998', '59983']"
6911,59984,Other specified disorders of urethra,"['580-629', '590-599', '599', '5998', '59984']"
6912,59989,Other specified disorders of urinary tract,"['580-629', '590-599', '599', '5998', '59989']"
6913,5999,Unspecified disorder of urethra and urinary tract,"['580-629', '590-599', '599', '5999']"
6914,6000,Hypertrophy (benign) of prostate,"['580-629', '600-608', '600', '6000']"
6915,60000,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS),"['580-629', '600-608', '600', '6000', '60000']"
6916,60001,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),"['580-629', '600-608', '600', '6000', '60001']"
6917,6001,Nodular prostate,"['580-629', '600-608', '600', '6001']"
6918,60010,Nodular prostate without urinary obstruction,"['580-629', '600-608', '600', '6001', '60010']"
6919,60011,Nodular prostate with urinary obstruction,"['580-629', '600-608', '600', '6001', '60011']"
6920,6002,Benign localized hyperplasia of prostate,"['580-629', '600-608', '600', '6002']"
6921,60020,Benign localized hyperplasia of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS),"['580-629', '600-608', '600', '6002', '60020']"
6922,60021,Benign localized hyperplasia of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),"['580-629', '600-608', '600', '6002', '60021']"
6923,6003,Cyst of prostate,"['580-629', '600-608', '600', '6003']"
6924,6009,Hyperplasia of prostate unspecified,"['580-629', '600-608', '600', '6009']"
6925,60090,"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)","['580-629', '600-608', '600', '6009', '60090']"
6926,60091,"Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)","['580-629', '600-608', '600', '6009', '60091']"
6927,6010,Acute prostatitis,"['580-629', '600-608', '601', '6010']"
6928,6011,Chronic prostatitis,"['580-629', '600-608', '601', '6011']"
6929,6012,Abscess of prostate,"['580-629', '600-608', '601', '6012']"
6930,6013,Prostatocystitis,"['580-629', '600-608', '601', '6013']"
6931,6014,Prostatitis in diseases classified elsewhere,"['580-629', '600-608', '601', '6014']"
6932,6018,Other specified inflammatory diseases of prostate,"['580-629', '600-608', '601', '6018']"
6933,6019,"Prostatitis, unspecified","['580-629', '600-608', '601', '6019']"
6934,6020,Calculus of prostate,"['580-629', '600-608', '602', '6020']"
6935,6021,Congestion or hemorrhage of prostate,"['580-629', '600-608', '602', '6021']"
6936,6022,Atrophy of prostate,"['580-629', '600-608', '602', '6022']"
6937,6023,Dysplasia of prostate,"['580-629', '600-608', '602', '6023']"
6938,6028,Other specified disorders of prostate,"['580-629', '600-608', '602', '6028']"
6939,6029,Unspecified disorder of prostate,"['580-629', '600-608', '602', '6029']"
6940,6030,Encysted hydrocele,"['580-629', '600-608', '603', '6030']"
6941,6031,Infected hydrocele,"['580-629', '600-608', '603', '6031']"
6942,6038,Other specified types of hydrocele,"['580-629', '600-608', '603', '6038']"
6943,6039,"Hydrocele, unspecified","['580-629', '600-608', '603', '6039']"
6944,6040,"Orchitis, epididymitis, and epididymo-orchitis, with abscess","['580-629', '600-608', '604', '6040']"
6945,6049,Other orchitis epididymitis and epididymo-orchitis without mention of abscess,"['580-629', '600-608', '604', '6049']"
6946,60490,"Orchitis and epididymitis, unspecified","['580-629', '600-608', '604', '6049', '60490']"
6947,60491,Orchitis and epididymitis in diseases classified elsewhere,"['580-629', '600-608', '604', '6049', '60491']"
6948,60499,"Other orchitis, epididymitis, and epididymo-orchitis, without mention of abscess","['580-629', '600-608', '604', '6049', '60499']"
6949,605,Redundant prepuce and phimosis,"['580-629', '600-608', '605']"
6950,6060,Azoospermia,"['580-629', '600-608', '606', '6060']"
6951,6061,Oligospermia,"['580-629', '600-608', '606', '6061']"
6952,6068,Infertility due to extratesticular causes,"['580-629', '600-608', '606', '6068']"
6953,6069,"Male infertility, unspecified","['580-629', '600-608', '606', '6069']"
6954,6070,Leukoplakia of penis,"['580-629', '600-608', '607', '6070']"
6955,6071,Balanoposthitis,"['580-629', '600-608', '607', '6071']"
6956,6072,Other inflammatory disorders of penis,"['580-629', '600-608', '607', '6072']"
6957,6073,Priapism,"['580-629', '600-608', '607', '6073']"
6958,6078,Other specified disorders of penis,"['580-629', '600-608', '607', '6078']"
6959,60781,Balanitis xerotica obliterans,"['580-629', '600-608', '607', '6078', '60781']"
6960,60782,Vascular disorders of penis,"['580-629', '600-608', '607', '6078', '60782']"
6961,60783,Edema of penis,"['580-629', '600-608', '607', '6078', '60783']"
6962,60784,Impotence of organic origin,"['580-629', '600-608', '607', '6078', '60784']"
6963,60785,Peyronie's disease,"['580-629', '600-608', '607', '6078', '60785']"
6964,60789,Other specified disorders of penis,"['580-629', '600-608', '607', '6078', '60789']"
6965,6079,Unspecified disorder of penis,"['580-629', '600-608', '607', '6079']"
6966,6080,Seminal vesiculitis,"['580-629', '600-608', '608', '6080']"
6967,6081,Spermatocele,"['580-629', '600-608', '608', '6081']"
6968,6082,Torsion of testis,"['580-629', '600-608', '608', '6082']"
6969,60820,"Torsion of testis, unspecified","['580-629', '600-608', '608', '6082', '60820']"
6970,60821,Extravaginal torsion of spermatic cord,"['580-629', '600-608', '608', '6082', '60821']"
6971,60822,Intravaginal torsion of spermatic cord,"['580-629', '600-608', '608', '6082', '60822']"
6972,60823,Torsion of appendix testis,"['580-629', '600-608', '608', '6082', '60823']"
6973,60824,Torsion of appendix epididymis,"['580-629', '600-608', '608', '6082', '60824']"
6974,6083,Atrophy of testis,"['580-629', '600-608', '608', '6083']"
6975,6084,Other inflammatory disorders of male genital organs,"['580-629', '600-608', '608', '6084']"
6976,6088,Other specified disorders of male genital organs,"['580-629', '600-608', '608', '6088']"
6977,60881,Disorders of male genital organs in diseases classified elsewhere,"['580-629', '600-608', '608', '6088', '60881']"
6978,60882,Hematospermia,"['580-629', '600-608', '608', '6088', '60882']"
6979,60883,Vascular disorders of male genital organs,"['580-629', '600-608', '608', '6088', '60883']"
6980,60884,Chylocele of tunica vaginalis,"['580-629', '600-608', '608', '6088', '60884']"
6981,60885,Stricture of male genital organs,"['580-629', '600-608', '608', '6088', '60885']"
6982,60886,Edema of male genital organs,"['580-629', '600-608', '608', '6088', '60886']"
6983,60887,Retrograde ejaculation,"['580-629', '600-608', '608', '6088', '60887']"
6984,60889,Other specified disorders of male genital organs,"['580-629', '600-608', '608', '6088', '60889']"
6985,6089,Unspecified disorder of male genital organs,"['580-629', '600-608', '608', '6089']"
6986,6100,Solitary cyst of breast,"['580-629', '610-612', '610', '6100']"
6987,6101,Diffuse cystic mastopathy,"['580-629', '610-612', '610', '6101']"
6988,6102,Fibroadenosis of breast,"['580-629', '610-612', '610', '6102']"
6989,6103,Fibrosclerosis of breast,"['580-629', '610-612', '610', '6103']"
6990,6104,Mammary duct ectasia,"['580-629', '610-612', '610', '6104']"
6991,6108,Other specified benign mammary dysplasias,"['580-629', '610-612', '610', '6108']"
6992,6109,"Benign mammary dysplasia, unspecified","['580-629', '610-612', '610', '6109']"
6993,6110,Inflammatory disease of breast,"['580-629', '610-612', '611', '6110']"
6994,6111,Hypertrophy of breast,"['580-629', '610-612', '611', '6111']"
6995,6112,Fissure of nipple,"['580-629', '610-612', '611', '6112']"
6996,6113,Fat necrosis of breast,"['580-629', '610-612', '611', '6113']"
6997,6114,Atrophy of breast,"['580-629', '610-612', '611', '6114']"
6998,6115,Galactocele,"['580-629', '610-612', '611', '6115']"
6999,6116,Galactorrhea not associated with childbirth,"['580-629', '610-612', '611', '6116']"
7000,6117,Signs and symptoms in breast,"['580-629', '610-612', '611', '6117']"
7001,61171,Mastodynia,"['580-629', '610-612', '611', '6117', '61171']"
7002,61172,Lump or mass in breast,"['580-629', '610-612', '611', '6117', '61172']"
7003,61179,Other signs and symptoms in breast,"['580-629', '610-612', '611', '6117', '61179']"
7004,6118,Other specified disorders of breast,"['580-629', '610-612', '611', '6118']"
7005,61181,Ptosis of breast,"['580-629', '610-612', '611', '6118', '61181']"
7006,61182,Hypoplasia of breast,"['580-629', '610-612', '611', '6118', '61182']"
7007,61183,Capsular contracture of breast implant,"['580-629', '610-612', '611', '6118', '61183']"
7008,61189,Other specified disorders of breast,"['580-629', '610-612', '611', '6118', '61189']"
7009,6119,Unspecified breast disorder,"['580-629', '610-612', '611', '6119']"
7010,6120,Deformity of reconstructed breast,"['580-629', '610-612', '612', '6120']"
7011,6121,Disproportion of reconstructed breast,"['580-629', '610-612', '612', '6121']"
7012,6140,Acute salpingitis and oophoritis,"['580-629', '614-616', '614', '6140']"
7013,6141,Chronic salpingitis and oophoritis,"['580-629', '614-616', '614', '6141']"
7014,6142,"Salpingitis and oophoritis not specified as acute, subacute, or chronic","['580-629', '614-616', '614', '6142']"
7015,6143,Acute parametritis and pelvic cellulitis,"['580-629', '614-616', '614', '6143']"
7016,6144,Chronic or unspecified parametritis and pelvic cellulitis,"['580-629', '614-616', '614', '6144']"
7017,6145,"Acute or unspecified pelvic peritonitis, female","['580-629', '614-616', '614', '6145']"
7018,6146,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)","['580-629', '614-616', '614', '6146']"
7019,6147,"Other chronic pelvic peritonitis, female","['580-629', '614-616', '614', '6147']"
7020,6148,Other specified inflammatory disease of female pelvic organs and tissues,"['580-629', '614-616', '614', '6148']"
7021,6149,Unspecified inflammatory disease of female pelvic organs and tissues,"['580-629', '614-616', '614', '6149']"
7022,6150,"Acute inflammatory diseases of uterus, except cervix","['580-629', '614-616', '615', '6150']"
7023,6151,"Chronic inflammatory diseases of uterus, except cervix","['580-629', '614-616', '615', '6151']"
7024,6159,Unspecified inflammatory disease of uterus,"['580-629', '614-616', '615', '6159']"
7025,6160,Cervicitis and endocervicitis,"['580-629', '614-616', '616', '6160']"
7026,6161,Vaginitis and vulvovaginitis,"['580-629', '614-616', '616', '6161']"
7027,61610,"Vaginitis and vulvovaginitis, unspecified","['580-629', '614-616', '616', '6161', '61610']"
7028,61611,Vaginitis and vulvovaginitis in diseases classified elsewhere,"['580-629', '614-616', '616', '6161', '61611']"
7029,6162,Cyst of Bartholin's gland,"['580-629', '614-616', '616', '6162']"
7030,6163,Abscess of Bartholin's gland,"['580-629', '614-616', '616', '6163']"
7031,6164,Other abscess of vulva,"['580-629', '614-616', '616', '6164']"
7032,6165,Ulceration of vulva,"['580-629', '614-616', '616', '6165']"
7033,61650,"Ulceration of vulva, unspecified","['580-629', '614-616', '616', '6165', '61650']"
7034,61651,Ulceration of vulva in diseases classified elsewhere,"['580-629', '614-616', '616', '6165', '61651']"
7035,6168,Other specified inflammatory diseases of cervix vagina and vulva,"['580-629', '614-616', '616', '6168']"
7036,61681,"Mucositis (ulcerative) of cervix, vagina, and vulva","['580-629', '614-616', '616', '6168', '61681']"
7037,61689,"Other inflammatory disease of cervix, vagina and vulva","['580-629', '614-616', '616', '6168', '61689']"
7038,6169,"Unspecified inflammatory disease of cervix, vagina, and vulva","['580-629', '614-616', '616', '6169']"
7039,6170,Endometriosis of uterus,"['580-629', '617-629', '617', '6170']"
7040,6171,Endometriosis of ovary,"['580-629', '617-629', '617', '6171']"
7041,6172,Endometriosis of fallopian tube,"['580-629', '617-629', '617', '6172']"
7042,6173,Endometriosis of pelvic peritoneum,"['580-629', '617-629', '617', '6173']"
7043,6174,Endometriosis of rectovaginal septum and vagina,"['580-629', '617-629', '617', '6174']"
7044,6175,Endometriosis of intestine,"['580-629', '617-629', '617', '6175']"
7045,6176,Endometriosis in scar of skin,"['580-629', '617-629', '617', '6176']"
7046,6178,Endometriosis of other specified sites,"['580-629', '617-629', '617', '6178']"
7047,6179,"Endometriosis, site unspecified","['580-629', '617-629', '617', '6179']"
7048,6180,Prolapse of vaginal walls without mention of uterine prolapse,"['580-629', '617-629', '618', '6180']"
7049,61800,Unspecified prolapse of vaginal walls,"['580-629', '617-629', '618', '6180', '61800']"
7050,61801,"Cystocele, midline","['580-629', '617-629', '618', '6180', '61801']"
7051,61802,"Cystocele, lateral","['580-629', '617-629', '618', '6180', '61802']"
7052,61803,Urethrocele,"['580-629', '617-629', '618', '6180', '61803']"
7053,61804,Rectocele,"['580-629', '617-629', '618', '6180', '61804']"
7054,61805,Perineocele,"['580-629', '617-629', '618', '6180', '61805']"
7055,61809,Other prolapse of vaginal walls without mention of uterine prolapse,"['580-629', '617-629', '618', '6180', '61809']"
7056,6181,Uterine prolapse without mention of vaginal wall prolapse,"['580-629', '617-629', '618', '6181']"
7057,6182,"Uterovaginal prolapse, incomplete","['580-629', '617-629', '618', '6182']"
7058,6183,"Uterovaginal prolapse, complete","['580-629', '617-629', '618', '6183']"
7059,6184,"Uterovaginal prolapse, unspecified","['580-629', '617-629', '618', '6184']"
7060,6185,Prolapse of vaginal vault after hysterectomy,"['580-629', '617-629', '618', '6185']"
7061,6186,"Vaginal enterocele, congenital or acquired","['580-629', '617-629', '618', '6186']"
7062,6187,Old laceration of muscles of pelvic floor,"['580-629', '617-629', '618', '6187']"
7063,6188,Other specified genital prolapse,"['580-629', '617-629', '618', '6188']"
7064,61881,Incompetence or weakening of pubocervical tissue,"['580-629', '617-629', '618', '6188', '61881']"
7065,61882,Incompetence or weakening of rectovaginal tissue,"['580-629', '617-629', '618', '6188', '61882']"
7066,61883,Pelvic muscle wasting,"['580-629', '617-629', '618', '6188', '61883']"
7067,61884,Cervical stump prolapse,"['580-629', '617-629', '618', '6188', '61884']"
